IRIS|LIBIRIS|COM|LIBCOM|DISP_MED14|DISP_D114|DISP_D914
402790104|Ecarts Nord|40279|Saint-Paul-lès-Dax|20548,6|11901,4|35303,3
402790105|Bourg Est|40279|Saint-Paul-lès-Dax|19708,0|11378,0|36507,6
403120101|Nord Ouest|40312|Tarnos|21619,2|12835,2|34991,3
403120102|Centre 1|40312|Tarnos|21699,5|13134,6|33618,0
403120103|Centre 2|40312|Tarnos|20010,8|11988,8|32272,7
403120104|Centre 3|40312|Tarnos|20564,0|12155,0|32497,1
403120105|Sud|40312|Tarnos|19378,7|11743,9|31565,5
410180101|Croix Chevalier 01|41018|Blois|11643,3|7022,2|20110,0
410180102|Croix Chevalier 02|41018|Blois|11586,8|7060,6|20043,3
410180201|Chavy|41018|Blois|20142,7|11316,2|32691,8
410180301|Coty 01|41018|Blois|12063,8|6563,3|19900,4
410180302|Coty 02|41018|Blois|14518,1|7696,2|25347,3
410180401|Cabochon Quiniere 01|41018|Blois|15993,8|8990,0|25367,0
410180402|Cabochon Quiniere 02|41018|Blois|18737,3|8940,8|36447,0
410180501|Centre ville 01|41018|Blois|18794,0|8661,9|38319,6
410180502|Centre ville 02|41018|Blois|24690,0|12737,0|46738,1
410180503|Centre ville 03|41018|Blois|24186,7|11259,5|43477,0
410180601|Est 01|41018|Blois|20861,0|13187,8|34378,0
410180602|Est 02|41018|Blois|20495,3|9884,0|37461,3
410180701|St-Georges Grouets|41018|Blois|23736,7|12528,1|49095,2
410180801|Interquartiers|41018|Blois|20193,7|11692,0|34830,7
410180901|Kennedy|41018|Blois|11260,8|7159,5|18879,3
410181001|Pinconniere|41018|Blois|20132,6|10863,5|34668,0
410181101|Sarrazines Hautes Saules 01|41018|Blois|20400,7|11347,0|33296,0
410181102|Sarrazines Hautes Saules 02|41018|Blois|13863,8|7754,4|21575,0
410181201|Vienne 01|41018|Blois|19349,0|10325,0|34866,5
410181202|Vienne 02|41018|Blois|19334,0|11189,2|33417,0
411940101|Romorantin Ouest|41194|Romorantin-Lanthenay|20502,8|11970,0|33352,4
411940102|Romorantin Nord|41194|Romorantin-Lanthenay|21692,0|13311,3|34164,5
411940103|Hopital|41194|Romorantin-Lanthenay|18390,5|9778,0|31898,0
411940104|Centre ville|41194|Romorantin-Lanthenay|17744,0|9209,1|34851,3
411940105|Faubourg Orléans et Paterne|41194|Romorantin-Lanthenay|20732,6|11827,6|37100,0
411940106|Bourgeau|41194|Romorantin-Lanthenay|17508,3|9825,0|29968,7
411940107|Saint-Marc Plaisance|41194|Romorantin-Lanthenay|15816,3|8233,3|27474,7
411940108|Les Favignolles|41194|Romorantin-Lanthenay|12850,0|7328,3|23497,0
411940109|Romorantin Est|41194|Romorantin-Lanthenay|19781,3|11325,2|31775,3
412690102|Georges Clemenceau|41269|Vendôme|12050,8|7067,3|19482,0
412690103|Provinces Jean Emond|41269|Vendôme|19507,0|10683,5|32410,7
412690105|Gerard Yvon|41269|Vendôme|19065,0|9666,7|36173,1
412690106|Bernard Hamet|41269|Vendôme|20817,0|12454,0|36974,7
412690107|Centre Ville|41269|Vendôme|20202,0|10663,0|42567,2
412690108|Sud|41269|Vendôme|19200,6|11022,4|33139,0
412690109|La Tuilerie Courtiras|41269|Vendôme|23620,8|13668,0|39347,6
420440101|Centre-Ville-Ouest|42044|Le Chambon-Feugerolles|16303,3|9764,4|23931,0
420440102|Centre-Ville-Est|42044|Le Chambon-Feugerolles|16145,0|10071,5|24440,0
420440103|Nord|42044|Le Chambon-Feugerolles|16778,5|9439,0|26048,6
420440201|Zone-Zus|42044|Le Chambon-Feugerolles|13830,6|8312,6|21741,4
420440202|Sud-Est|42044|Le Chambon-Feugerolles|20148,1|13086,7|30353,3
420440203|Sud-Ouest|42044|Le Chambon-Feugerolles|19168,0|10733,5|28845,0
420950101|Centre|42095|Firminy|17047,0|9627,5|28428,0
420950102|Laprat-Benaud|42095|Firminy|18722,0|10823,9|30877,8
420950201|Chazeau|42095|Firminy|19571,4|11340,0|32606,0
420950202|Tardive|42095|Firminy|17068,0|9695,3|27813,0
420950203|Tremollet|42095|Firminy|15193,3|8734,2|23806,3
420950204|Firminy-Vert|42095|Firminy|19602,2|10791,0|31490,0
420950205|Fayol|42095|Firminy|18784,0|10956,7|28615,3
420950301|Abattoir|42095|Firminy|15298,3|8834,4|24847,7
420950302|Bas-Mas|42095|Firminy|17317,0|10691,2|26051,5
421470101|Estialet Le Bouchet|42147|Montbrison|21237,1|11947,6|38636,7
421470102|intramuros|42147|Montbrison|16305,0|9008,0|28401,3
421470201|Moingt|42147|Montbrison|21014,7|12711,9|36870,0
421470202|Les Purelles|42147|Montbrison|19821,3|11923,3|34439,2
421470301|Maupas Survaure|42147|Montbrison|21017,8|12808,3|34125,0
421470302|Beauregard|42147|Montbrison|15160,0|9263,5|25477,0
421840101|Le Pontet|42184|Riorges|19801,3|11494,3|31264,0
421840103|Le Marais -Les Canaux|42184|Riorges|20247,3|12056,0|35409,3
421840104|Les Sables-Les Poupées-Le Bourg|42184|Riorges|19720,7|11953,1|37462,7
421840105|Riorges Centre|42184|Riorges|19957,3|11716,2|32952,7
421840106|Combray-Neubourg-Le Marclet|42184|Riorges|20086,0|11048,0|35842,7
421860101|La Roche-Les Flaches|42186|Rive-de-Gier|17317,8|9612,1|27898,3
421860102|Mouillon-Vernes-Tochissonne|42186|Rive-de-Gier|18587,2|9903,6|30712,0
421860103|Centre|42186|Rive-de-Gier|14257,0|7803,8|23048,0
421860105|Le Grand Pont|42186|Rive-de-Gier|14844,3|8766,7|23436,4
421860106|Versant  Sud|42186|Rive-de-Gier|19383,2|11175,3|31244,7
421870101|Gare|42187|Roanne|19642,7|9551,4|36464,7
421870201|Centre-Ville|42187|Roanne|19173,0|11324,4|34233,3
421870202|Centre-Ville-Varenne|42187|Roanne|18717,4|9697,1|35310,0
421870302|Fontquentin-Ouest|42187|Roanne|14390,0|8497,1|24017,3
421870303|Fontquentin|42187|Roanne|17594,7|9467,8|29631,5
421870401|Paris|42187|Roanne|17921,0|9910,0|30332,0
421870501|Parc-des-Sports|42187|Roanne|13804,0|7897,2|23148,0
421870601|Arsenal|42187|Roanne|18315,5|10666,7|28761,3
421870602|Matel|42187|Roanne|17564,0|9938,0|28836,4
421870701|Mulsant-Sud|42187|Roanne|16560,0|9269,0|28223,3
421870702|Mulsant-Nord|42187|Roanne|16547,0|9328,3|25831,3
421870801|Clermont-Ouest|42187|Roanne|15941,1|8770,0|25704,7
421870802|Clermont-Est|42187|Roanne|16766,7|9668,0|26480,7
421870901|Halage|42187|Roanne|18835,4|10231,1|31800,0
421871001|Mayollet|42187|Roanne|15098,7|8453,9|27511,3
421890101|Le-Marais|42189|Roche-la-Molière|19928,5|12205,3|32222,7
421890102|Centre-Ville|42189|Roche-la-Molière|19262,0|12094,4|31642,0
421890103|La-Roare Les Granges|42189|Roche-la-Molière|20205,0|12435,0|31833,6
421890104|Grangeneuve|42189|Roche-la-Molière|19707,3|11112,2|32045,2
422070101|Lavieu-Clot Marquet|42207|Saint-Chamond|18183,3|10047,0|32086,7
422070102|La-Boucherie|42207|Saint-Chamond|15691,0|9181,7|23222,0
422070103|Hypercentre|42207|Saint-Chamond|16154,0|9184,0|26774,0
422070104|La-Brosse|42207|Saint-Chamond|16249,5|8581,7|26857,1
422070105|La-Gare|42207|Saint-Chamond|16903,1|9241,3|29098,0
422070201|Centre-Tonkain|42207|Saint-Chamond|17463,3|9700,8|30532,4
422070202|Chavane-Stelytech|42207|Saint-Chamond|20684,0|11408,7|33901,0
422070301|Pavillonnaire|42207|Saint-Chamond|22172,8|15201,3|34810,0
422070302|Nord|42207|Saint-Chamond|14931,3|9196,0|23260,0
422070303|Sud|42207|Saint-Chamond|15961,6|8911,0|23540,7
422070401|General de Gaulle|42207|Saint-Chamond|22749,6|13481,0|38762,0
422070402|Bourg Pilat Coin|42207|Saint-Chamond|19958,0|11356,0|35972,8
422070501|Bourg-Giat|42207|Saint-Chamond|16424,0|8904,8|25850,7
422070502|Le-Creux Petit-Gaudet|42207|Saint-Chamond|17119,4|9230,7|26284,3
422070503|Joannon Pepiniere|42207|Saint-Chamond|18084,8|10451,5|28165,2
422070504|Chabane Philippiere|42207|Saint-Chamond|21804,8|13418,0|35673,3
422180101|Republique|42218|Saint-Étienne|19562,7|9063,3|43024,0
422180102|Peuple-Boivin-St Jacques|42218|Saint-Étienne|16908,0|8383,8|34385,0
422180103|Hotel-de-Ville|42218|Saint-Étienne|21029,5|8928,1|44537,1
422180104|Marengo|42218|Saint-Étienne|18923,0|8330,0|41262,9
422180201|Elisee Reclus|42218|Saint-Étienne|16748,3|8619,5|32442,5
422180202|Jacquard|42218|Saint-Étienne|17830,7|10040,7|32566,0
422180203|Camelinat|42218|Saint-Étienne|16203,8|7949,4|28513,3
422180204|Prefecture|42218|Saint-Étienne|19238,3|9540,4|36866,0
422180301|Cret de Roc Ouest|42218|Saint-Étienne|15519,3|7929,3|28363,3
422180302|Cret de Roc Est|42218|Saint-Étienne|14219,2|7960,6|25571,3
422180401|Chavanelle|42218|Saint-Étienne|18652,8|9755,5|39488,8
422180402|Badouillere Est-Charite|42218|Saint-Étienne|22293,5|10947,3|43323,8
422180403|Badouillere Ouest|42218|Saint-Étienne|20908,8|10484,0|38518,0
422180404|Saint-Roch|42218|Saint-Étienne|15583,1|7721,3|28418,3
422180501|Collines des Peres|42218|Saint-Étienne|16919,0|8606,1|32777,3
422180502|Tardy|42218|Saint-Étienne|14919,0|8161,5|26694,3
422180601|Beaubrun|42218|Saint-Étienne|12516,9|6769,5|21673,0
422180602|Severine|42218|Saint-Étienne|13189,6|6940,6|23766,0
422180603|Couriot-Tarentaise|42218|Saint-Étienne|13500,9|8136,4|23707,0
422180701|Grand Clos|42218|Saint-Étienne|17273,0|9562,2|29008,5
422180702|Montaud|42218|Saint-Étienne|20453,9|10626,1|35862,3
422180801|Carnot|42218|Saint-Étienne|18099,3|9858,1|32177,0
422180802|Foch|42218|Saint-Étienne|20365,7|11615,0|39740,0
422180803|Bergson|42218|Saint-Étienne|18857,3|10765,0|30366,0
422180804|Barra Revoilier|42218|Saint-Étienne|19096,0|10609,0|33444,7
422180805|La Terrasse-Etivaliere-Grouchy|42218|Saint-Étienne|20191,7|12128,5|32718,0
422180901|Le Marais-Meons-Grangeneuve|42218|Saint-Étienne|17615,0|9616,4|26536,0
422181001|Le Treyve-Puits Thibaud|42218|Saint-Étienne|13664,0|7769,3|24248,3
422181002|Le Soleil|42218|Saint-Étienne|15307,1|8368,2|25816,1
422181101|Chataucreux|42218|Saint-Étienne|16649,0|8687,3|28173,2
422181102|Saint-Francois-Giron|42218|Saint-Étienne|16486,1|8557,0|31177,8
422181103|Montat-La Verrerie|42218|Saint-Étienne|17451,9|8885,0|28948,0
422181104|Monthieu|42218|Saint-Étienne|16256,0|8720,0|27618,7
422181201|La Richelandiere|42218|Saint-Étienne|19880,0|10861,4|32578,7
422181202|Les Ovides|42218|Saint-Étienne|17004,1|10262,5|25910,5
422181203|Montplaisir|42218|Saint-Étienne|18252,2|10358,1|29748,7
422181301|Beaulieu|42218|Saint-Étienne|15202,0|8371,0|26613,3
422181302|Lassaigne|42218|Saint-Étienne|17985,7|9146,8|34218,0
422181303|Montchovet|42218|Saint-Étienne|15801,0|8766,3|28426,0
422181304|La Marandiniere|42218|Saint-Étienne|14381,3|8236,9|24274,0
422181401|La Dame Blanche|42218|Saint-Étienne|19503,3|10039,0|35838,6
422181402|Villeboeuf|42218|Saint-Étienne|22653,0|12080,0|47131,0
422181403|Fauriel-Le Platon|42218|Saint-Étienne|21898,0|11210,0|41288,0
422181404|Fauriel-Rond Point|42218|Saint-Étienne|22432,0|12766,0|42130,0
422181405|La Vivaraise|42218|Saint-Étienne|19868,3|10713,9|34251,4
422181406|Sainte-Chapelle|42218|Saint-Étienne|20560,0|10059,3|42152,7
422181501|Bizillon-Charcot Ouest|42218|Saint-Étienne|17656,0|8631,7|33277,0
422181502|Centre Deux-Trefilerie|42218|Saint-Étienne|20290,0|10966,0|37850,3
422181503|Centre Deux-Preher|42218|Saint-Étienne|15398,7|9079,6|28571,5
422181601|Montferre|42218|Saint-Étienne|15850,6|8510,0|27607,2
422181602|La Cotonne|42218|Saint-Étienne|16326,2|8512,5|28971,0
422181701|Bel Air-Momey-Le Golf|42218|Saint-Étienne|23963,0|12637,0|47251,3
422181702|Cote Chaude-Michon|42218|Saint-Étienne|18177,0|9870,0|32604,0
422181801|Saint-Saens-La Petite Berarde|42218|Saint-Étienne|13320,0|8351,6|23569,0
422181802|Les Castors|42218|Saint-Étienne|14815,8|8310,9|25005,3
422181803|Chabrier-Forum|42218|Saint-Étienne|13339,6|7997,9|20417,0
422181804|Gounod|42218|Saint-Étienne|12897,9|7724,5|20682,6
422181805|La Chevre-La Batie-La Girardiere|42218|Saint-Étienne|17210,0|9435,3|28329,5
422181901|Haut de Terrenoire-Bois d'Avaize|42218|Saint-Étienne|17840,5|8966,2|28947,0
422181902|Terrenoire Centre|42218|Saint-Étienne|16747,2|9977,7|27568,0
422181903|Terrenoire Sud|42218|Saint-Étienne|21603,3|12171,5|36248,7
422182001|Parc de l'Europe Est|42218|Saint-Étienne|17942,0|8796,7|31729,3
422182002|La Palle|42218|Saint-Étienne|15068,4|8718,7|23110,0
422182003|Parc de l'Europe|42218|Saint-Étienne|19770,0|10964,7|32591,0
422182004|Le Portail Rouge|42218|Saint-Étienne|20187,0|10486,0|38142,0
422182005|La Metare|42218|Saint-Étienne|20038,0|11273,3|35777,3
422182101|Valbenoite|42218|Saint-Étienne|16763,3|9184,0|27827,2
422182102|La Riviere|42218|Saint-Étienne|16522,7|9195,0|27981,0
422182103|Valfuret-Cret du Loup-Le Bernay|42218|Saint-Étienne|19755,3|10313,3|32111,0
422182201|Bellevue|42218|Saint-Étienne|18511,4|10308,0|31390,0
422182202|Bellevue-Hopital|42218|Saint-Étienne|19753,0|11342,6|34831,0
422182204|Le Mont-La Jomayere|42218|Saint-Étienne|18489,3|10290,8|30690,0
422182205|Solaure Nord|42218|Saint-Étienne|15524,0|8843,0|26205,3
422182206|Jomayere-Beraudiere|42218|Saint-Étienne|20462,9|11482,0|32902,0
422182301|Saint-Victor|42218|Saint-Étienne|24645,9|15360,4|43167,1
422790101|Le Bourg-Nord Est|42279|Saint-Just-Saint-Rambert|20562,0|11238,7|33674,0
422790102|Petite Couronne|42279|Saint-Just-Saint-Rambert|21520,2|12717,0|35920,0
422790103|Grande Couronne|42279|Saint-Just-Saint-Rambert|23695,1|13900,3|39425,3
422790201|Collonges-Avernay-Sud|42279|Saint-Just-Saint-Rambert|25617,3|14441,4|46173,3
422790202|Centre-Loire|42279|Saint-Just-Saint-Rambert|22096,0|12547,9|42109,0
431570101|Guitard-Roche Arnaud|43157|Le Puy-en-Velay|17314,0|9513,5|33170,0
431570103|Taulhac|43157|Le Puy-en-Velay|19904,0|11680,9|34196,0
431570104|Val Vert|43157|Le Puy-en-Velay|15445,6|8288,0|27524,0
431570105|Breuil-Carmes|43157|Le Puy-en-Velay|17549,2|9834,7|34397,0
431570106|Carnot-Capucins|43157|Le Puy-en-Velay|20346,7|11011,1|40535,2
431570107|Centre Historique|43157|Le Puy-en-Velay|15513,2|8635,0|30080,9
431570108|Saint-Jean-Republique|43157|Le Puy-en-Velay|18099,0|10427,2|32272,5
440200101|Le Bourg|44020|Bouguenais|18812,8|11048,5|32201,3
440200102|La Croix-Jeannette|44020|Bouguenais|20166,7|11907,4|30219,3
440200103|Les Couëts-Ouest|44020|Bouguenais|20401,0|12133,6|33994,7
440200104|Les Couëts-Est|44020|Bouguenais|21217,5|12533,8|35033,8
440200105|Les Couëts-Sud|44020|Bouguenais|22495,0|14646,7|35287,2
440200106|Centre Economique|44020|Bouguenais|20774,7|13255,7|32423,3
440200107|Bouguenais-Ouest|44020|Bouguenais|22782,4|14290,4|35632,9
440260101|Mairie- Charbonneau|44026|Carquefou|22967,0|13796,0|37479,5
440260102|Bois Saint-Lys-Florigny|44026|Carquefou|24485,7|14548,3|42832,2
440260103|Madeleine|44026|Carquefou|26449,6|17133,5|39635,2
440260104|Le Housseau|44026|Carquefou|28432,0|18082,5|50907,0
440260107|Fleuriaye-Souchais|44026|Carquefou|24813,8|14094,0|42250,5
440260108|Carquefou Est-Hors agglo|44026|Carquefou|24720,7|15336,0|39354,7
440350101|Centre ville|44035|La Chapelle-sur-Erdre|23166,0|14192,0|37492,5
440350102|Plessis-Coutancière|44035|La Chapelle-sur-Erdre|23029,6|13073,8|38300,8
440350103|Bords de l'Erdre|44035|La Chapelle-sur-Erdre|30942,7|18022,7|49429,6
440350104|Nord-Ouest|44035|La Chapelle-sur-Erdre|23779,0|14205,4|41110,6
440350105|Ouest Gesvres|44035|La Chapelle-sur-Erdre|27783,3|16853,0|44466,8
440350106|Côte-Azalés-Beausoleil|44035|La Chapelle-sur-Erdre|25494,0|15777,8|39618,4
440350107|Gesvrine Ouest|44035|La Chapelle-sur-Erdre|24135,4|15886,7|32413,8
440350108|Gesvrine Est|44035|La Chapelle-sur-Erdre|24388,0|17264,6|38434,8
440360101|Centre|44036|Châteaubriant|17602,3|9367,1|31322,0
440360102|Ville aux Roses|44036|Châteaubriant|15941,3|8660,8|28488,0
440360103|Béré-Choisel-Borderie-Vitré|44036|Châteaubriant|19314,0|11091,1|32076,0
440360104|Renac|44036|Châteaubriant|18606,9|10759,0|27996,2
440470101|Hôtel de ville|44047|Couëron|19470,0|11899,2|31404,4
440470102|La Noé Saint-Jean|44047|Couëron|21013,3|13564,4|32435,6
440470103|Les Ardillets|44047|Couëron|21243,3|13484,0|31880,0
440470201|Port Launay|44047|Couëron|21769,3|14442,2|33162,0
440470202|Erdurière|44047|Couëron|22957,1|15148,5|36998,5
440470301|Chabossière Nord|44047|Couëron|22225,3|14179,3|34362,0
440470302|Chabossière Sud|44047|Couëron|21241,0|13847,9|31840,0
440550101|La Baule les Pins|44055|La Baule-Escoublac|29691,0|13842,0|63214,7
440550102|Centre-Benoît|44055|La Baule-Escoublac|29393,3|12411,5|65094,7
440550103|Gare-Grand Clos|44055|La Baule-Escoublac|23470,0|12323,0|46128,7
440550104|Beslon|44055|La Baule-Escoublac|20760,0|11729,0|39079,3
440550105|Escoublac|44055|La Baule-Escoublac|23936,0|13249,5|44341,0
440550106|Le Guézy|44055|La Baule-Escoublac|25077,1|13403,0|45963,6
440690101|Le Centre|44069|Guérande|19961,3|12284,0|37755,0
440690102|Kerjeanne|44069|Guérande|22327,2|12957,0|39711,7
440690103|Lechet|44069|Guérande|19565,2|11378,1|32615,3
440690105|Saillé la Nantaise|44069|Guérande|23231,5|12902,5|48727,5
440690106|Le Marais|44069|Guérande|22419,6|13004,0|41220,0
440690107|Madeleine-Poissevin|44069|Guérande|22098,7|13511,3|36247,3
441090101|Dobrée-Bon Port|44109|Nantes|26581,0|12237,3|53481,9
441090102|Gloriette-Feydeau|44109|Nantes|26233,3|11056,7|52707,0
441090103|Graslin-Commerce|44109|Nantes|26227,4|11449,0|55863,3
441090104|Guist'hau|44109|Nantes|29366,0|13092,0|59859,5
441090105|Bretagne|44109|Nantes|22889,3|10728,0|49718,7
441090106|Decré-Cathédrale|44109|Nantes|23677,4|10048,0|46018,7
441090108|Madeleine|44109|Nantes|19313,5|9936,0|34593,6
441090109|Champ de Mars|44109|Nantes|19322,0|10570,0|37252,0
441090201|Plessis Cellier-Roche Maurice|44109|Nantes|18063,7|9745,0|29703,0
441090202|Mendès France|44109|Nantes|14224,0|7887,1|23962,0
441090203|Lauriers|44109|Nantes|13080,4|7998,6|23635,0
441090204|Croix Bonneau-Bourderies|44109|Nantes|14343,8|8347,0|27648,7
441090205|Mairie de Chantenay|44109|Nantes|23597,7|12615,3|43296,0
441090206|Salorges-Sainte-Anne|44109|Nantes|21845,7|10981,0|44300,0
441090207|Jean Macé|44109|Nantes|22808,8|12626,2|41437,1
441090208|Boucardière-Mallève|44109|Nantes|21958,7|11314,8|38755,0
441090301|Durantière|44109|Nantes|23137,3|12849,0|40740,7
441090302|Contrie|44109|Nantes|19613,8|9742,5|38500,7
441090303|Dervallières-Chézine|44109|Nantes|12229,5|7293,1|19569,5
441090304|Joncours-Procé|44109|Nantes|20408,0|10016,4|45476,3
441090305|Grillaud-Procé|44109|Nantes|24656,0|12993,0|46770,7
441090306|Zola|44109|Nantes|23200,0|11534,6|44577,6
441090307|Petit Bois|44109|Nantes|24396,3|12741,4|44992,9
441090308|Canclaux|44109|Nantes|29692,2|14545,3|63753,0
441090309|Mellinet|44109|Nantes|26795,3|13729,0|56461,1
441090311|Gare Maritime|44109|Nantes|21156,5|11203,0|37941,3
441090312|Bouhier|44109|Nantes|22167,0|10962,0|39119,4
441090401|Procé|44109|Nantes|24603,8|12474,7|49472,7
441090402|Monselet|44109|Nantes|31657,0|14801,0|73074,0
441090403|Viarme|44109|Nantes|21841,0|10336,0|43517,9
441090404|Talensac-Pont Morand|44109|Nantes|23523,5|11486,0|46174,0
441090405|Hauts Pavés|44109|Nantes|24142,2|12137,7|44282,1
441090406|Vannes-Saint-Pasquier|44109|Nantes|26671,7|14321,1|52164,7
441090407|Rennes-Bellamy|44109|Nantes|27395,6|13622,7|53615,0
441090408|Bellamy-Barbin|44109|Nantes|23773,5|12090,0|47550,0
441090409|Saint-Félix|44109|Nantes|26888,7|12415,0|48217,2
441090410|Université-Michelet|44109|Nantes|24890,5|12786,1|47690,7
441090501|Caserne Mellinet|44109|Nantes|24977,3|14029,6|50315,5
441090502|Agenëts|44109|Nantes|22802,3|12047,0|39469,2
441090503|Toutes-Aides|44109|Nantes|25684,0|12560,0|42224,0
441090504|Dalby|44109|Nantes|18708,5|9470,7|34054,7
441090505|Coulmiers-Jardin des Plantes|44109|Nantes|21934,0|10527,4|40552,5
441090506|Malakoff|44109|Nantes|13254,0|8087,5|21150,4
441090507|Vieux Malakoff|44109|Nantes|19563,0|10177,0|35545,5
441090508|Richebourg-Saint-Clément|44109|Nantes|23901,0|11040,0|44534,8
441090509|Waldeck-Sully|44109|Nantes|22972,8|11614,7|43513,8
441090510|Saint-Donatien|44109|Nantes|26217,7|12758,8|51226,4
441090511|Coudray|44109|Nantes|24460,0|12781,3|45870,4
441090602|République-Les Ponts|44109|Nantes|18006,7|9253,0|32905,0
441090603|Beaulieu-Mangin|44109|Nantes|19644,0|10584,6|32029,0
441090604|Ile Beaulieu|44109|Nantes|19314,3|10308,5|31454,0
441090701|Carcouet|44109|Nantes|25869,0|13158,0|47258,0
441090702|Breil-Malville|44109|Nantes|13576,4|8152,1|23354,7
441090703|Rte de Vannes|44109|Nantes|25899,8|13234,3|48584,0
441090705|Beauséjour|44109|Nantes|22409,0|12799,0|37304,0
441090706|Gaudinière|44109|Nantes|22480,0|12672,2|37701,7
441090707|Barberie|44109|Nantes|22903,3|13831,7|36040,7
441090708|Schuman|44109|Nantes|25605,0|12398,0|51707,8
441090709|Rond Point de Rennes|44109|Nantes|28487,0|14968,5|56882,6
441090710|Perverie|44109|Nantes|27194,0|14329,0|52181,9
441090801|Pont du Cens-Côte d'Or|44109|Nantes|20749,0|10228,5|37435,3
441090802|Chauvinière|44109|Nantes|20498,4|10152,2|33808,0
441090803|Bout des Pavés-Chêne des Anglais|44109|Nantes|13524,0|7968,0|23991,3
441090804|Bout des Landes|44109|Nantes|15465,3|9137,4|24966,0
441090806|Santos Dumont|44109|Nantes|17381,0|9183,8|31302,9
441090807|Boissière|44109|Nantes|14691,0|7963,8|26624,5
441090808|Bourgeonnière-Petit Port|44109|Nantes|22863,9|11682,0|40494,5
441090809|Jonelière-Université|44109|Nantes|22645,0|11794,6|42405,6
441090901|Plessis Tison|44109|Nantes|23868,7|11606,0|43762,0
441090902|Tortière|44109|Nantes|23010,0|12364,0|39321,5
441090903|Port Boyer|44109|Nantes|14441,3|8464,1|25080,4
441090904|Eraudière-Renaudière|44109|Nantes|25439,2|13929,0|43721,3
441090905|Ranzay-Grand Clos|44109|Nantes|16597,0|9213,3|33629,5
441090906|Beaujoire-Halvêque|44109|Nantes|16254,6|9274,0|27151,0
441090908|ZA Chantrerie-Gachet|44109|Nantes|26708,0|14447,0|45925,7
441090909|Saint-Joseph-Erdre|44109|Nantes|23701,3|14474,3|38387,6
441090910|Saint-Joseph-Bourg|44109|Nantes|20132,8|11786,1|33762,0
441091001|Mairie de Doulon|44109|Nantes|21695,0|11728,0|38123,3
441091002|Le Landreau|44109|Nantes|24618,8|15599,3|39481,0
441091003|Bd des Poilus|44109|Nantes|22114,0|11954,4|39497,0
441091005|Jules Verne|44109|Nantes|20435,2|12176,8|31433,3
441091006|La Bottière|44109|Nantes|12511,3|7515,7|20002,0
441091007|Pilotière|44109|Nantes|20502,5|12068,3|34007,1
441091008|Pin Sec|44109|Nantes|12110,5|7390,5|19249,0
441091009|Haluchère-Perray|44109|Nantes|19385,0|10906,2|31653,0
441091010|Route de Sainte-Luce|44109|Nantes|21408,0|11865,4|32671,3
441091011|Le Vieux Doulon|44109|Nantes|22357,0|12705,0|37713,8
441091012|ZA Le Bois Briand|44109|Nantes|22574,8|13557,0|37328,0
441091101|Grêneraie-Clos Torreau|44109|Nantes|15671,7|8928,7|29450,7
441091102|Saint-Jacques-Pirmil|44109|Nantes|18388,7|10621,3|33127,6
441091103|Saint-Jacques-Ripossière|44109|Nantes|21275,3|12303,8|36627,4
441091104|Sèvre|44109|Nantes|22682,4|12773,6|39679,5
441091105|Lion d'Or-Gilarderie|44109|Nantes|22055,2|13446,9|37321,4
441140101|La Cholière|44114|Orvault|32473,8|19722,7|55312,0
441140102|La Bugallière|44114|Orvault|20978,9|13548,0|31049,6
441140103|Bourg sud|44114|Orvault|26574,7|15368,7|47730,0
441140104|Bourg nord|44114|Orvault|23205,0|13320,0|38909,6
441140105|Le Bois Raguenet|44114|Orvault|29461,7|18606,8|46229,5
441140106|La Berthelotière|44114|Orvault|26160,0|13092,0|45180,0
441140107|Le Bois St-Louis|44114|Orvault|22145,0|12679,0|36284,0
441140108|Plaisance|44114|Orvault|15973,0|8630,8|25740,0
441140109|Le Bignon|44114|Orvault|26134,0|15608,5|44211,3
441140110|La Salentine|44114|Orvault|23062,3|12188,6|40224,6
441140111|Goupil|44114|Orvault|28215,0|15690,9|48464,0
441310101|Centre|44131|Pornic|21731,3|11544,2|44352,0
441310102|Birochère-Joselière|44131|Pornic|23267,0|13393,6|41208,0
441310103|Le Clion-Bourg|44131|Pornic|20618,8|12283,3|34619,7
441310104|Sainte-Marie|44131|Pornic|23428,1|13379,3|42461,3
441320101|Gambetta|44132|Pornichet|24582,0|12886,7|45226,0
441320102|Bonne Source-Saint Sebastien|44132|Pornichet|23312,4|12782,0|42466,1
441320103|Sainte-Marguerite|44132|Pornichet|24488,6|13860,0|45781,4
441320104|Ermur-Les Forges|44132|Pornichet|24690,0|15171,7|40208,0
441430101|ZA  Atout Sud-Trentemoult|44143|Rezé|23334,3|12161,7|42616,7
441430201|Centre|44143|Rezé|19107,0|10243,3|31681,5
441430301|Pont Rousseau Centre|44143|Rezé|19243,0|11527,0|32160,0
441430302|Saint-Paul|44143|Rezé|21380,7|12880,7|35554,4
441430303|Basse Landes-Chêne Gala|44143|Rezé|21992,0|12924,0|36645,1
441430401|Château-Mahaudières|44143|Rezé|15776,7|8650,0|26098,0
441430402|Trocardière-Moulin à l'Huile|44143|Rezé|22217,1|14562,4|34567,3
441430501|La Houssais-Jaguère|44143|Rezé|21527,3|13629,7|32826,7
441430502|Trois Moulins-La Houssais|44143|Rezé|22055,3|13908,3|34051,0
441430601|Naudières-Landes Saint-Pierre|44143|Rezé|21083,5|11626,0|34679,0
441430602|Morinière-Jaunais|44143|Rezé|21963,5|12765,5|34958,9
